file_size_mb,total_elements,max_depth,processor_cores,best_parser,parsing_time,memory_usage,efficiency_score
420.0,20230,20,16,4,1.4637,462.0,2.09
67.97,17995,43,8,3,0.9633,88.36,10.1
212.12,58998,26,6,4,0.4404,233.33,4.19
463.29,75553,25,2,1,0.37,231.65,4.23
365.67,98390,19,8,4,1.0196,402.24,2.42
342.07,70683,39,6,4,0.8822,376.28,2.59
165.82,46267,20,6,1,1.2957,82.91,10.32
289.11,75095,5,16,2,2.584,231.29,3.87
139.0,17382,41,6,1,1.3524,69.5,11.9
184.95,22999,18,16,4,0.9135,203.44,4.68
410.88,65014,50,8,4,0.5504,451.97,2.18
321.17,99032,9,2,2,1.2634,256.94,3.7
352.83,62215,18,4,4,0.8189,388.11,2.52
477.94,12771,36,16,1,1.6244,238.97,3.9
127.75,76579,27,8,1,1.4115,63.88,12.66
90.04,71786,2,16,1,1.478,45.02,16.45
126.02,4471,3,12,1,1.4453,63.01,12.74
60.08,79267,10,8,4,0.4173,66.09,14.03
233.53,9934,42,8,1,0.4077,116.77,8.21
37.09,8187,26,8,2,1.5768,29.67,21.53
464.3,80003,27,4,1,0.939,232.15,4.12
129.57,4579,6,2,4,1.4027,142.53,6.35
332.34,34932,11,16,2,1.331,265.87,3.57
363.91,9198,36,4,4,0.5704,400.3,2.46
340.95,52519,5,16,2,2.3293,272.76,3.37
145.05,26633,13,12,4,0.5709,159.56,6.01
42.52,82951,30,16,2,2.4197,34.02,16.89
321.74,65504,36,8,4,0.3569,353.91,2.79
326.96,68576,31,16,1,1.0289,163.48,5.72
9.63,81061,4,4,1,0.9668,4.82,64.57
85.43,77479,6,2,1,1.6882,42.72,16.5
368.99,52702,22,2,4,0.91,405.89,2.4
167.82,15836,19,4,4,0.2434,184.6,5.32
395.55,82873,41,8,1,1.3383,197.78,4.71
443.47,54565,46,8,4,0.9353,487.82,2.01
18.91,23603,47,8,4,0.8587,20.8,32.91
96.03,69504,8,12,4,0.4508,105.63,9.0
96.94,19568,45,8,2,0.7869,77.55,11.57
125.77,80857,50,8,1,0.3205,62.88,14.91
447.55,94565,30,12,1,0.5328,223.78,4.35
118.64,54089,14,8,1,1.2579,59.32,13.72
89.11,48963,10,8,1,1.4152,44.55,16.75
29.92,17901,9,8,3,1.6001,38.9,17.89
319.04,80164,12,12,2,1.8564,255.23,3.64
418.51,36601,2,16,2,2.8495,334.81,2.74
456.89,675,28,2,1,1.6162,228.44,4.07
410.66,59312,33,4,1,0.5542,205.33,4.72
499.48,2097,32,16,1,1.5665,249.74,3.75
437.11,53141,13,6,2,1.6866,349.69,2.72
148.37,98692,19,16,4,1.1169,163.21,5.7
27.5,88438,25,2,1,0.2273,13.75,58.74
354.7,26842,10,6,2,0.7874,283.76,3.42
372.53,29558,22,6,4,0.7771,409.78,2.39
414.8,61635,47,12,4,1.2228,456.28,2.13
470.44,8611,14,8,2,0.5137,376.35,2.61
74.06,19736,15,12,4,0.7372,81.47,11.13
210.12,96703,43,2,1,0.8822,105.06,8.7
171.46,84689,22,8,1,1.5998,85.73,9.73
85.95,34089,16,8,2,2.8774,68.76,10.15
309.35,21085,47,12,1,0.552,154.68,6.2
20.67,41510,38,4,3,1.9582,26.87,21.07
74.06,58786,36,4,4,1.3953,81.47,10.37
78.11,96806,36,12,4,0.8819,85.92,10.45
73.63,74096,48,8,1,0.1471,36.81,25.46
308.8,28893,30,6,4,0.453,339.68,2.9
11.37,70580,30,16,4,1.4179,12.51,36.12
454.23,47335,27,4,1,0.9466,227.12,4.21
280.56,28281,48,8,4,1.1065,308.62,3.12
207.16,76972,40,2,1,1.2223,103.58,8.56
187.95,877,28,16,1,0.4534,93.97,10.05
190.95,72606,33,2,1,1.6033,95.47,8.89
77.1,39353,42,16,1,1.4069,38.55,18.65
122.45,15654,50,6,1,0.59,61.23,14.68
342.99,91006,9,6,2,2.6593,274.39,3.31
67.84,21415,5,6,1,1.314,33.92,20.81
38.51,25413,42,4,3,1.7055,50.06,14.68
399.96,35590,45,16,1,0.8087,199.98,4.78
242.5,44615,12,2,2,2.867,194.0,4.47
423.05,93404,37,16,4,0.7453,465.36,2.11
155.86,47532,10,8,1,1.6477,77.93,10.48
111.26,91005,11,16,4,0.1627,122.39,8.0
387.37,99275,29,2,4,0.1128,426.11,2.34
150.89,1356,50,2,2,0.4542,120.71,7.92
422.95,36366,39,6,1,1.6572,211.47,4.37
381.65,69325,15,16,2,0.7992,305.32,3.18
252.15,92777,32,6,4,0.6649,277.37,3.51
257.17,53432,9,6,2,0.3137,205.74,4.76
164.12,15177,26,6,1,1.9714,82.06,9.73
214.04,9133,32,16,1,1.3854,107.02,8.21
59.7,51758,27,16,4,0.541,65.67,13.87
297.52,53000,9,4,2,2.4106,238.02,3.8
321.95,52469,24,8,1,0.3322,160.97,6.05
244.72,30264,42,4,1,1.2487,122.36,7.36
163.55,39692,41,12,1,1.358,81.78,10.38
245.18,34306,36,6,4,0.2227,269.7,3.66
225.11,49337,30,8,1,0.9183,112.56,8.15
156.3,51007,33,2,4,0.2767,171.93,5.69
27.96,34533,33,12,3,0.1535,36.35,25.72
22.65,48036,24,16,4,1.4883,24.91,24.51
206.02,7408,44,4,1,0.7414,103.01,8.97
9.95,42754,4,8,3,0.9924,12.93,41.92
11.22,41496,26,12,4,0.5372,12.34,53.44
251.43,87485,23,4,4,1.2686,276.57,3.45
267.96,37674,18,2,1,1.1986,133.98,6.8
295.97,35840,6,12,2,2.4516,236.78,3.81
216.51,70782,22,4,4,0.9604,238.16,4.02
258.16,24460,38,8,1,1.2674,129.08,7.01
384.58,56859,38,16,4,0.4854,423.04,2.33
217.75,41776,6,16,2,1.3364,174.2,5.3
56.87,25164,3,4,3,1.8207,73.93,10.74
101.08,35754,10,2,4,0.7545,111.19,8.35
10.05,11010,22,12,3,1.7829,13.07,31.35
198.51,94936,10,4,2,2.8084,158.81,5.32
125.98,11839,17,12,4,0.3921,138.58,6.97
211.49,18920,8,4,2,2.1589,169.19,5.21
56.57,71541,29,8,1,1.6606,28.29,21.79
10.63,79415,4,16,1,0.6876,5.32,75.78
479.25,47570,45,2,4,1.381,527.18,1.85
150.51,99187,17,6,1,0.8719,75.25,11.77
17.04,10508,33,8,4,0.1956,18.74,46.09
80.26,34215,34,2,3,0.152,104.34,9.36
26.14,84104,13,16,4,0.2107,28.75,31.39
124.88,93538,43,4,1,0.5953,62.44,14.41
343.76,42946,20,4,4,0.0801,378.14,2.63
11.58,73217,43,12,1,0.862,5.79,64.89
214.51,34109,11,2,2,2.7992,171.61,4.98
413.65,64779,9,4,2,0.5646,330.92,2.96
428.18,78664,15,6,2,0.8594,342.54,2.84
225.54,32557,25,12,4,1.0459,248.09,3.85
356.7,92868,29,16,1,0.7732,178.35,5.35
303.23,87931,40,16,4,0.5878,333.55,2.94
484.03,73352,4,12,2,2.1887,387.22,2.44
216.52,34141,9,6,2,0.9922,173.22,5.43
438.48,80348,50,6,4,0.8557,482.33,2.03
461.43,83457,30,2,4,0.2182,507.57,1.96
447.6,64878,4,8,2,0.5462,358.08,2.74
46.88,37249,13,4,3,1.9962,60.94,12.21
2.16,74824,13,8,1,1.9645,1.08,46.03
61.08,48973,39,2,3,0.9627,79.4,11.11
477.61,77893,44,2,4,1.365,525.37,1.85
398.54,16960,15,2,2,0.4591,318.83,3.08
127.66,31477,27,2,4,0.2735,140.43,6.94
149.34,56680,49,6,1,0.9463,74.67,11.75
194.11,35200,38,12,1,0.1768,97.06,10.02
170.94,60765,45,4,1,0.9896,85.47,10.38
39.68,62611,21,4,4,0.8489,43.65,18.82
458.66,67304,8,12,2,0.429,366.93,2.69
251.77,14943,49,16,1,0.6965,125.89,7.47
362.07,99277,44,8,1,1.5194,181.03,5.07
302.07,88275,8,8,2,2.6326,241.66,3.72
482.91,78900,48,8,4,1.2167,531.2,1.84
43.91,17719,2,4,3,1.3324,57.08,14.0
324.9,57129,42,12,1,0.3896,162.45,5.98
351.33,63586,32,2,1,0.115,175.66,5.62
315.24,93476,29,8,1,1.0236,157.62,5.92
295.56,80159,45,8,4,0.99,325.12,2.98
444.58,15337,33,12,1,0.7533,222.29,4.33
116.13,28806,39,16,1,1.4516,58.06,13.59
479.91,88235,43,16,1,0.2638,239.96,4.11
241.5,22723,14,4,2,0.3317,193.2,5.06
9.16,34194,24,16,4,0.6744,10.08,56.1
308.82,15828,37,4,1,1.803,154.41,5.77
426.72,67562,40,16,1,1.9519,213.36,4.28
390.85,79918,8,12,2,1.0179,312.68,3.09
220.81,66318,33,16,1,1.9423,110.41,7.64
384.63,873,17,8,4,1.0142,423.09,2.3
75.89,98773,35,8,4,0.7984,83.48,10.82
341.13,3911,30,4,1,1.5675,170.56,5.34
217.09,51556,50,2,1,1.3547,108.55,8.12
259.94,38771,28,8,1,1.6713,129.97,6.77
450.11,80016,11,16,2,1.1667,360.09,2.68
405.93,85043,27,4,4,0.8047,446.52,2.2
270.44,28024,7,12,2,1.859,216.35,4.24
120.75,39848,48,8,4,0.1192,132.83,7.41
325.52,16361,30,6,4,1.0862,358.07,2.7
468.78,87241,36,12,1,0.8176,234.39,4.11
368.78,13802,22,12,4,0.1688,405.66,2.45
31.19,17057,32,4,3,0.8501,40.55,19.98
131.92,65392,42,8,1,1.061,65.96,12.89
242.43,60003,10,16,2,1.7653,193.94,4.7
460.86,15576,40,8,4,0.593,506.95,1.95
147.06,3677,11,4,1,1.5054,73.53,11.16
1.14,71776,24,2,4,0.7391,1.25,103.72
360.04,79401,10,4,2,2.4395,288.03,3.19
332.28,53700,26,4,4,0.1784,365.51,2.72
82.89,3261,38,16,1,0.4656,41.45,21.23
309.39,75619,50,2,1,1.1105,154.69,6.0
481.19,36049,15,4,2,1.8489,384.95,2.47
245.79,3059,23,8,4,0.8356,270.37,3.57
142.75,23952,18,2,1,1.4553,71.38,11.5
149.08,12952,22,4,1,1.5291,74.54,11.01
293.06,64625,34,12,4,0.6409,322.37,3.03
116.95,2450,19,12,4,0.6398,128.65,7.35
42.05,83345,34,4,4,1.444,46.26,16.21
277.62,5487,2,8,2,0.9652,222.1,4.3
125.52,89138,26,6,1,0.2329,62.76,15.13
44.95,91554,9,4,1,1.7795,22.48,24.23
472.71,83262,18,16,1,0.1302,236.35,4.19
345.95,84740,2,12,2,2.3349,276.76,3.32
269.11,85088,43,2,4,0.5957,296.02,3.3
300.7,50702,13,16,2,2.3236,240.56,3.78
340.31,92965,24,4,4,0.5763,374.34,2.62
140.45,92290,47,12,1,1.0386,70.22,12.25
275.94,86496,49,12,1,1.8738,137.97,6.34
427.75,68571,48,6,1,1.1642,213.88,4.41
227.02,55992,43,16,1,1.3923,113.51,7.79
233.35,47388,35,2,1,0.4698,116.67,8.17
41.0,74959,3,16,1,0.2194,20.5,42.2
312.68,3663,32,8,1,0.5529,156.34,6.14
170.47,7144,23,12,1,1.2,85.23,10.18
42.86,7964,4,8,4,0.6908,47.15,18.16
150.81,82085,29,2,4,0.6461,165.89,5.77
432.3,86481,41,2,4,1.0299,475.53,2.05
13.08,67802,23,12,1,1.1891,6.54,51.46
318.72,33601,24,8,1,1.2106,159.36,5.8
256.61,85430,50,6,1,0.8008,128.31,7.28
4.14,76875,44,16,1,1.9554,2.07,44.2
320.31,26389,6,6,2,1.7851,256.25,3.64
167.9,39283,28,6,1,0.5237,83.95,11.09
115.21,81788,15,4,1,1.6696,57.6,13.28
3.46,1306,6,6,3,1.5545,4.5,47.52
22.05,3900,14,4,4,0.4066,24.26,34.1
98.07,23088,18,2,3,1.8786,127.49,6.79
152.61,31486,25,6,1,0.2242,76.31,12.57
72.3,17153,14,4,1,1.8499,36.15,17.97
381.56,76991,14,12,2,1.6232,305.25,3.1
292.08,64102,15,16,2,2.0062,233.66,3.93
254.63,65360,35,8,1,1.2043,127.31,7.12
319.09,76553,43,2,1,0.8165,159.54,5.93
78.69,49044,18,12,1,0.1782,39.34,23.74
256.18,44099,29,8,1,0.5442,128.09,7.43
322.71,47077,7,6,2,0.3998,258.17,3.8
19.24,26264,23,4,4,0.3264,21.16,39.33
302.06,18080,50,16,4,0.6355,332.27,2.94
202.94,76025,50,16,1,1.4743,101.47,8.53
105.02,30644,35,12,1,0.4569,52.51,17.22
385.09,91490,28,4,4,1.1198,423.6,2.29
249.95,86366,24,6,1,1.2152,124.97,7.24
283.83,4231,10,4,2,1.2945,227.06,4.15
190.72,51211,6,12,2,0.68,152.58,6.24
337.48,23293,4,16,2,1.0151,269.98,3.56
262.25,59603,5,6,2,1.7021,209.8,4.39
239.18,9022,26,4,4,1.4118,263.1,3.59
293.79,65870,47,16,1,0.569,146.9,6.51
164.51,74619,33,8,4,1.2718,180.96,5.14
396.19,51270,41,4,4,1.0629,435.81,2.23
47.86,91582,4,4,1,1.4804,23.93,25.17
451.13,64692,28,12,1,0.4132,225.56,4.33
103.77,5860,31,2,4,0.6252,114.15,8.24
5.47,15041,47,4,4,0.4013,6.02,90.64
475.01,18393,32,6,4,0.6167,522.51,1.89
38.88,1479,45,6,4,0.3634,42.77,21.1
348.4,83213,35,16,4,0.1206,383.24,2.59
188.76,26452,17,6,4,1.0359,207.64,4.57
31.68,12671,44,4,3,1.2909,41.18,18.15
312.37,71012,27,8,1,0.8395,156.19,6.04
229.44,8662,44,6,4,1.4755,252.38,3.73
51.0,70288,38,4,4,1.1685,56.1,14.54
66.55,22990,42,16,1,1.2116,33.27,21.56
191.25,83973,49,4,4,0.3928,210.38,4.64
214.31,31932,41,2,1,1.8545,107.16,7.89
299.08,58170,49,6,1,1.6442,149.54,5.99
375.3,30026,48,6,4,1.0596,412.83,2.36
111.3,50012,35,6,1,1.9848,55.65,13.07
469.14,16467,7,4,2,1.0721,375.31,2.58
360.86,32112,29,4,4,0.7477,396.95,2.47
475.51,47141,27,8,4,1.2007,523.06,1.87
10.0,50003,29,2,1,0.9809,5.0,63.26
226.86,49181,37,12,1,1.7371,113.43,7.59
365.21,49064,33,8,1,1.2178,182.6,5.11
204.45,5099,9,8,2,1.176,163.56,5.67
354.59,83238,46,6,1,1.6449,177.29,5.14
315.51,88670,3,16,2,1.8194,252.41,3.68
331.34,21168,2,2,2,1.6519,265.07,3.54
94.49,55446,12,8,1,0.8821,47.24,17.53
438.21,95384,7,2,2,1.3143,350.57,2.74
154.12,22082,33,2,4,0.3058,169.53,5.76
93.28,17617,14,8,1,0.2121,46.64,20.1
91.45,99515,14,6,4,0.1657,100.6,9.68
42.94,16352,19,2,3,0.216,55.82,16.95
375.92,957,44,12,4,1.445,413.51,2.33
132.99,63701,32,6,1,0.7863,66.5,13.27
199.3,80069,5,6,2,2.7901,159.44,5.31
12.94,16118,35,6,4,1.3113,14.23,35.28
257.51,86547,14,2,2,2.4612,206.01,4.32
162.83,58246,16,12,4,0.7404,179.11,5.33
329.2,91694,8,16,2,2.2067,263.36,3.49
15.97,65274,7,6,1,1.0161,7.99,52.22
270.38,31907,15,4,2,2.8011,216.3,4.08
451.33,36757,16,16,1,1.4783,225.66,4.14
45.31,90683,23,4,4,1.1172,49.84,16.13
190.89,84171,37,8,4,1.409,209.98,4.44
372.33,15228,38,6,4,0.3253,409.56,2.42
194.13,55545,22,6,2,0.2257,155.3,6.31
426.2,41419,11,6,2,2.4436,340.96,2.73
351.51,78506,22,6,4,0.3628,386.66,2.56
145.82,49385,5,6,1,1.854,72.91,10.82
388.04,63908,48,8,1,0.9026,194.02,4.9
236.76,45663,50,8,4,0.621,260.44,3.74
65.54,98611,39,2,4,0.4721,72.09,12.85
72.5,28601,49,4,4,1.4833,79.75,10.46
73.89,55992,45,4,4,0.9926,81.28,10.85
296.74,19483,42,16,4,0.9966,326.41,2.96
187.75,90684,44,16,1,0.122,93.88,10.41
58.4,16007,33,16,3,0.6201,75.92,12.03
372.71,77719,13,8,2,2.7449,298.17,3.06
397.63,24243,27,16,1,1.211,198.81,4.72
356.9,85429,9,4,2,2.4414,285.52,3.22
61.61,16894,38,4,3,0.337,80.09,11.84
149.36,71369,12,8,4,0.4754,164.3,5.88
267.1,18341,38,8,1,0.2881,133.55,7.28
409.9,31087,4,4,2,0.9767,327.92,2.95
364.58,55324,6,12,2,1.391,291.66,3.26
347.29,70252,15,2,2,2.0138,277.83,3.34
255.76,21511,28,4,2,1.6881,204.61,4.49
342.02,53327,6,6,2,0.2276,273.62,3.61
188.64,29137,26,2,4,0.1885,207.5,4.75
174.52,75003,20,12,4,1.2188,191.97,4.87
338.94,69698,37,12,4,1.0035,372.83,2.61
71.42,74401,49,6,1,1.4429,35.71,19.55
91.63,46409,31,12,1,0.5347,45.81,19.17
317.85,11405,21,8,1,1.1931,158.93,5.82
42.38,37477,37,8,4,0.2478,46.62,19.96
248.95,89810,45,12,4,1.0688,273.85,3.5
374.86,32021,49,16,1,1.9328,187.43,4.81
337.29,68628,16,4,1,0.8092,168.65,5.63
56.71,89016,17,12,1,1.2992,28.36,23.61
196.87,39963,43,12,1,1.2695,98.44,8.92
164.34,46395,8,2,1,1.1053,82.17,10.61
449.27,53843,9,8,2,2.6981,359.42,2.58
268.26,35331,8,8,2,2.1858,214.61,4.21
55.42,37352,4,4,1,1.0107,27.71,25.76
332.65,34848,9,8,2,1.3197,266.12,3.57
363.02,97251,26,4,4,0.3929,399.32,2.47
339.19,44855,29,12,1,0.3897,169.59,5.73
255.67,32708,19,2,4,1.2244,281.24,3.4
350.6,65851,41,4,1,0.6203,175.3,5.48
96.17,19173,29,2,3,1.3033,125.02,7.19
115.79,44073,29,8,4,1.0818,127.37,7.18
123.56,6243,13,2,4,0.6748,135.92,6.96
126.21,64403,25,6,4,1.1249,138.83,6.62
180.76,77199,35,12,1,1.5109,90.38,9.39
60.27,76891,43,4,2,1.5278,48.22,15.5
380.52,69944,48,4,4,1.3649,418.57,2.31
487.57,47983,30,16,4,0.0817,536.33,1.86
299.62,91328,10,6,2,2.1171,239.7,3.82
435.14,9838,12,8,2,0.648,348.11,2.81
108.98,91330,2,12,4,0.8506,119.88,7.73
85.64,5988,36,4,1,1.7594,42.82,16.28
25.85,32647,15,12,3,1.8982,33.61,18.66
442.0,34618,48,4,4,0.368,486.2,2.04
482.62,23175,18,2,1,0.8258,241.31,3.99
326.95,82091,42,12,4,1.1417,359.65,2.69
77.91,30382,48,16,3,1.6496,101.28,8.42
88.14,74676,33,16,4,0.3224,96.95,9.88
71.85,55898,17,8,4,0.9248,79.03,11.2
189.0,2725,9,2,2,1.9567,151.2,5.82
6.85,1241,8,12,4,0.8661,7.54,58.14
222.22,21393,21,6,1,0.1846,111.11,8.78
272.37,13453,34,8,4,0.3775,299.61,3.29
439.51,50439,45,16,4,0.5681,483.46,2.04
307.89,15522,25,2,4,0.2678,338.68,2.92
333.67,39536,41,6,1,1.4515,166.84,5.48
38.28,295,11,16,4,1.2312,42.11,18.04
56.67,56037,48,6,4,0.7479,62.34,14.12
486.43,78881,42,6,1,1.0359,243.22,3.93
268.15,30171,26,2,4,0.391,294.96,3.33
1.53,2258,25,12,3,1.7137,1.99,49.68
389.35,18274,20,8,1,0.2061,194.68,5.06
68.99,91207,47,4,1,0.2402,34.49,26.39
418.73,20742,3,4,2,0.7108,334.98,2.91
371.8,98065,35,16,1,0.3114,185.9,5.26
30.09,84217,4,12,4,0.8535,33.1,23.45
414.78,74991,34,6,4,0.2314,456.26,2.18
106.01,81149,5,4,1,1.0071,53.01,15.61
326.38,53107,26,4,1,1.5797,163.19,5.56
167.8,31405,20,4,1,1.3129,83.9,10.2
16.28,35290,7,12,4,1.4181,17.91,30.22
4.34,46756,50,6,0,0.0735,10.85,79.46
337.38,43436,28,16,1,1.7507,168.69,5.34
18.8,21141,11,16,4,1.2208,20.68,29.51
327.14,94192,12,12,2,1.1493,261.71,3.65
180.22,56489,4,16,2,1.9578,144.18,6.07
248.81,1968,11,6,2,2.8154,199.05,4.38
80.82,36725,38,6,4,1.4688,88.9,9.56
381.6,57949,43,4,1,1.2774,190.8,4.89
340.32,57790,25,12,1,1.7635,170.16,5.3
341.31,81355,43,2,1,0.4006,170.66,5.69
199.7,9575,16,8,4,0.2082,219.67,4.49
90.22,14211,27,8,3,1.4344,117.29,7.54
238.16,36497,31,2,4,1.1726,261.98,3.64
31.29,47391,29,8,3,0.5789,40.68,21.07
88.14,18587,6,6,3,1.3723,114.58,7.73
129.8,7054,7,8,4,1.0488,142.78,6.48
80.43,91326,29,6,1,1.4732,40.22,17.87
289.29,18965,22,16,1,0.9715,144.65,6.44
73.83,41482,9,16,4,0.2323,81.21,11.83
224.72,75819,8,2,2,1.1746,179.78,5.19
476.19,89090,38,2,1,1.0483,238.09,4.01
499.52,54280,28,6,1,0.9139,249.76,3.85
88.53,77983,12,12,4,1.41,97.38,8.89
452.95,13015,7,2,2,1.7253,362.36,2.63
316.8,65986,39,2,2,2.5978,253.44,3.57
475.28,45965,31,8,1,1.0644,237.64,4.01
133.88,86344,18,6,1,0.1295,66.94,14.44
76.77,49084,35,16,3,1.9496,99.8,8.31
96.41,84477,27,2,4,1.361,106.05,8.29
258.69,57341,16,2,4,1.3792,284.56,3.34
418.69,20857,22,4,4,0.8383,460.56,2.13
486.2,74956,26,2,1,1.806,243.1,3.81
148.53,70188,17,16,4,0.9598,163.38,5.75
319.23,75947,8,2,2,1.5839,255.38,3.67
180.76,27269,27,2,4,0.5941,198.84,4.86
156.86,59107,12,4,1,0.7513,78.43,11.5
173.46,80488,40,12,4,0.8011,190.81,5.0
380.5,28361,25,2,1,0.62,190.25,5.06
99.7,12064,24,16,4,0.6299,109.67,8.55
96.61,22680,14,16,4,0.902,106.27,8.6
82.91,26988,48,8,1,0.3044,41.45,21.98
191.58,26187,38,6,4,0.901,210.74,4.53
146.81,84564,35,6,1,0.5088,73.41,12.58
185.89,19020,22,2,1,0.542,92.94,10.06
33.21,37183,40,4,4,1.2969,36.53,19.8
37.5,84717,28,16,4,1.4859,41.25,17.51
210.68,16275,30,4,4,0.8849,231.75,4.14
2.42,60535,20,4,1,0.232,1.21,220.75
47.65,54415,48,6,4,0.6203,52.41,16.77
348.26,59592,33,16,1,0.1198,174.13,5.67
52.66,42327,46,16,3,1.8155,68.46,11.41
494.78,90219,5,6,2,2.4166,395.82,2.38
189.84,91585,12,4,4,1.3484,208.82,4.48
318.49,87596,9,12,2,0.8323,254.79,3.79
131.98,38838,47,2,4,0.159,145.18,6.77
247.35,27859,2,16,2,1.6774,197.88,4.64
429.24,99688,21,16,1,1.9526,214.62,4.25
433.94,67310,14,8,2,0.6124,347.15,2.82
438.11,97662,9,4,2,0.5313,350.49,2.8
275.2,46465,29,4,1,1.3324,137.6,6.58
366.03,55399,14,6,2,0.3396,292.82,3.36
124.55,14569,16,2,1,1.2784,62.27,13.15
357.94,51378,27,2,1,1.3101,178.97,5.18
352.96,37755,48,2,4,0.396,388.26,2.54
157.62,9113,12,4,1,1.9513,78.81,10.07
440.64,22387,45,2,1,1.656,220.32,4.2
283.68,38107,16,12,1,1.0323,141.84,6.53
175.46,71537,18,16,4,1.1731,193.01,4.86
428.49,78095,32,2,1,1.9888,214.25,4.25
178.66,4060,17,12,4,0.9762,196.53,4.82
482.73,82177,45,12,1,1.7872,241.37,3.84
195.57,54705,19,6,4,0.8717,215.13,4.45
396.28,45491,20,2,4,0.9545,435.91,2.24
332.19,39809,33,6,1,1.0279,166.09,5.64
2.64,46180,44,2,3,1.9212,3.43,42.3
280.42,11282,47,6,1,1.8726,140.21,6.25
124.44,88942,42,8,4,0.8677,136.88,6.82
339.49,42278,39,4,1,1.1767,169.75,5.48
314.2,71553,13,8,2,2.1185,251.36,3.66
178.84,46434,29,8,4,1.146,196.72,4.78
307.64,39644,17,12,4,0.6194,338.4,2.89
201.53,790,31,12,4,0.1912,221.68,4.45
145.36,63116,46,6,4,0.7986,159.9,5.92
281.07,64930,10,4,2,2.4557,224.86,3.99
311.87,26316,9,2,2,2.5316,249.5,3.63
221.96,7304,9,6,2,2.1077,177.57,5.01
4.31,641,2,8,0,0.0817,0.71,6.42
3.75,256,3,4,0,0.2433,3.26,11.68
4.8,514,4,6,0,0.2017,7.13,6.07
2.14,445,3,2,0,0.1489,1.64,8.89
2.94,44,7,8,0,0.0309,9.12,14.63
2.39,750,5,6,0,0.0145,2.0,10.01
4.32,225,4,8,0,0.2614,2.16,6.51
3.31,586,4,8,0,0.3604,7.97,7.78
3.84,320,5,2,0,0.4589,6.63,8.77
2.41,684,3,6,0,0.0734,3.58,14.55
1.81,642,8,8,0,0.0431,0.78,12.33
1.24,691,2,8,0,0.4678,5.03,12.6
4.91,837,7,4,0,0.0617,8.87,12.28
1.98,440,2,2,0,0.3098,1.59,13.47
0.46,791,4,2,0,0.4625,3.55,11.99
1.95,662,6,4,0,0.1059,5.17,11.79
1.2,769,3,8,0,0.4088,8.18,6.92
2.95,654,7,2,0,0.1097,8.2,13.93
1.86,427,6,2,0,0.1769,6.98,14.58
3.67,550,5,4,0,0.4179,5.92,9.74
1.83,643,6,4,0,0.4028,4.67,11.25
4.38,592,2,4,0,0.3934,3.33,6.18
1.23,625,6,6,0,0.021,8.3,7.9
4.16,409,7,6,0,0.0433,8.78,14.68
0.47,599,3,6,0,0.2056,1.04,11.98
0.64,492,4,2,0,0.0258,4.5,7.01
4.45,70,3,4,0,0.2781,7.47,14.24
3.35,909,2,4,0,0.2518,8.15,10.64
3.09,865,8,2,0,0.1795,1.17,9.16
3.72,961,2,8,0,0.4738,3.07,5.42
0.27,529,3,6,0,0.2214,3.38,13.5
4.86,31,2,2,0,0.3891,8.21,10.34
4.32,708,7,2,0,0.2807,1.0,12.66
3.51,450,7,8,0,0.2793,1.6,6.18
3.12,935,4,6,0,0.1049,4.65,5.58
1.24,612,2,4,0,0.2124,7.65,13.08
2.73,56,8,2,0,0.4379,2.87,5.57
0.38,459,3,6,0,0.0314,3.82,11.55
1.3,309,3,8,0,0.2446,1.66,5.77
1.33,566,3,8,0,0.3556,8.23,13.98
4.31,464,7,6,0,0.4713,7.91,7.93
3.3,549,4,6,0,0.3519,5.28,5.54
4.51,732,6,8,0,0.1471,2.43,6.37
4.88,246,4,4,0,0.0701,7.39,12.88
0.28,250,7,8,0,0.3285,4.81,6.14
2.54,44,4,6,0,0.2982,3.35,14.65
0.39,885,6,8,0,0.2527,8.7,8.85
0.32,220,5,4,0,0.3334,5.56,11.6
